,name,x,y
0,0.0,751.5,1235.8
1,1.0,634.6,200.39999999999998
2,2.0,701.4,-100.19999999999999
3,3.0,784.9,-267.2
4,4.0,985.3,-367.4
5,5.0,1753.5,768.1999999999999
6,6.0,1920.5,-801.5999999999999
7,7.0,2338.0,-868.4
8,8.0,2404.7999999999997,-1102.2
9,9.0,2187.7,-400.79999999999995
10,10.0,2321.2999999999997,-300.59999999999997
11,11.0,2471.6,334.0
12,12.0,2505.0,467.59999999999997
13,13.0,2605.2,668.0
14,14.0,1987.3,400.79999999999995
15,15.0,2070.7999999999997,-133.6
16,16.0,2421.5,233.79999999999998
17,17.0,2321.2999999999997,668.0
18,18.0,2187.7,267.2
19,19.0,2237.7999999999997,434.2
20,20.0,2154.2999999999997,534.4
21,21.0,1619.8999999999999,-501.0
22,22.0,1670.0,-868.4
